,target
4868,30.0
4869,33.0
4870,22.0
4871,21.0
4872,20.0
4873,21.0
4874,38.0
4875,36.0
4876,31.0
4877,19.0
4878,25.0
4879,30.0
4880,48.0
4881,37.0
4882,46.0
4883,27.0
4884,35.0
4885,47.0
4886,59.0
4887,71.0
4888,88.0
4889,87.0
4890,26.0
4891,21.0
4892,28.0
4893,27.0
4894,38.0
4895,28.0
4896,470.0
4897,190.0
4898,174.0
4899,91.0
4900,184.0
4901,62.0
4902,61.0
4903,169.0
4904,159.0
4905,76.0
4906,55.0
4907,30.0
4908,20.0
4909,25.0
4910,56.0
4911,53.0
4912,65.0
4913,69.0
4914,158.0
4915,118.0
4916,79.0
4917,90.0
4918,66.0
4919,23.0
4920,98.0
4921,70.0
4922,24.0
4923,19.0
4924,13.0
4925,14.0
4926,17.0
4927,20.0
4928,28.0
4929,18.0
4930,26.0
4931,24.0
4932,20.0
4933,23.0
4934,27.0
4935,29.0
4936,15.0
4937,19.0
4938,8.0
4939,14.0
4940,13.0
4941,17.0
4942,13.0
4943,16.0
4944,19.0
4945,12.0
4946,13.0
4947,14.0
4948,24.0
4949,26.0
4950,26.0
4951,21.0
4952,23.0
4953,21.0
4954,29.0
4955,19.0
4956,11.0
4957,16.0
4958,20.0
4959,16.0
4960,20.0
4961,29.0
4962,16.0
4963,59.0
4964,57.0
4965,61.0
4966,65.0
4967,65.0
4968,57.0
4969,72.0
4970,68.0
4971,65.0
4972,55.0
4973,61.0
4974,61.0
4975,53.0
4976,61.0
4977,61.0
4978,59.0
4979,57.0
4980,57.0
4981,65.0
4982,80.0
4983,74.0
4984,80.0
4985,78.0
4986,80.0
4987,80.0
4988,65.0
4989,76.0
4990,76.0
4991,59.0
4992,82.0
4993,63.0
4994,63.0
4995,63.0
4996,78.0
4997,107.0
4998,107.0
4999,122.0
5000,119.0
5001,82.0
5002,87.0
5003,102.0
5004,97.0
5005,72.0
5006,74.0
5007,87.0
5008,87.0
5009,78.0
5010,59.0
5011,57.0
5012,59.0
5013,127.0
5014,114.0
5015,76.0
5016,68.0
5017,102.0
5018,89.0
5019,134.0
5020,117.0
5021,144.0
5022,114.0
5023,149.0
5024,124.0
5025,114.0
5026,89.0
5027,89.0
5028,107.0
5029,124.0
5030,127.0
5031,107.0
5032,99.0
5033,149.0
5034,134.0
5035,142.0
5036,35.0
5037,17.0
5038,8.0
5039,11.0
5040,17.0
5041,60.0
5042,11.0
5043,23.0
5044,15.0
5045,12.0
5046,8.0
5047,6.0
5048,21.0
5049,9.0
5050,40.0
5051,14.0
5052,17.0
5053,18.0
5054,24.0
5055,47.0
5056,26.0
5057,38.0
5058,26.0
5059,20.0
5060,19.0
5061,30.0
5062,53.0
5063,62.0
5064,68.0
5065,88.0
5066,45.0
5067,24.0
5068,21.0
5069,22.0
5070,15.0
5071,13.0
5072,16.0
5073,13.0
5074,18.0
5075,20.0
5076,18.0
5077,23.0
5078,25.0
5079,18.0
5080,12.0
5081,17.0
5082,13.0
5083,15.0
5084,18.0
5085,29.0
5086,27.0
5087,10.0
5088,37.0
5089,10.0
5090,18.0
5091,14.0
5092,14.0
5093,32.0
5094,21.0
5095,14.0
5096,19.0
5097,23.0
5098,23.0
5099,19.0
5100,20.0
5101,50.0
5102,51.0
5103,37.0
5104,11.0
5105,18.0
5106,12.0
5107,16.0
5108,15.0
5109,18.0
5110,21.0
5111,21.0
5112,12.0
5113,22.0
5114,11.0
5115,7.0
5116,13.0
5117,15.0
5118,33.0
5119,23.0
5120,59.0
5121,7.0
5122,12.0
5123,9.0
5124,10.0
5125,17.0
5126,16.0
5127,26.0
5128,20.0
5129,16.0
5130,8.0
5131,18.0
5132,29.0
5133,19.0
5134,45.0
5135,28.0
5136,6.0
5137,11.0
5138,14.0
5139,23.0
5140,20.0
5141,17.0
5142,10.0
5143,11.0
5144,19.0
5145,13.0
5146,15.0
5147,15.0
5148,15.0
5149,8.0
5150,8.0
5151,14.0
5152,14.0
5153,13.0
5154,13.0
5155,9.0
5156,10.0
5157,8.0
5158,11.0
5159,20.0
5160,14.0
5161,12.0
5162,10.0
5163,11.0
5164,10.0
5165,51.0
5166,25.0
5167,47.0
5168,29.0
5169,21.0
5170,22.0
5171,23.0
5172,31.0
5173,34.0
5174,38.0
5175,28.0
5176,29.0
5177,58.0
5178,72.0
5179,47.0
5180,46.0
5181,48.0
5182,51.0
5183,51.0
5184,44.0
5185,32.0
5186,33.0
5187,40.0
5188,60.0
5189,48.0
5190,32.0
5191,27.0
5192,16.0
5193,20.0
5194,21.0
5195,49.0
5196,51.0
5197,54.0
5198,56.0
5199,32.0
5200,23.0
5201,19.0
5202,32.0
5203,57.0
5204,60.0
5205,57.0
5206,38.0
5207,27.0
5208,46.0
5209,44.0
5210,38.0
5211,59.0
5212,51.0
5213,58.0
5214,63.0
5215,61.0
5216,50.0
5217,41.0
5218,54.0
5219,54.0
5220,48.0
5221,38.0
5222,26.0
5223,18.0
5224,24.0
5225,30.0
5226,50.0
5227,48.0
5228,28.0
5229,37.0
5230,50.0
5231,38.0
5232,21.0
5233,16.0
5234,24.0
5235,41.0
5236,38.0
5237,41.0
5238,31.0
5239,37.0
5240,58.0
5241,49.0
5242,75.0
5243,75.0
5244,105.0
5245,81.0
5246,61.0
5247,66.0
5248,98.0
5249,108.0
5250,79.0
5251,68.0
5252,36.0
5253,74.0
5254,69.0
5255,72.0
5256,94.0
5257,105.0
5258,56.0
5259,66.0
5260,67.0
5261,87.0
5262,91.0
5263,121.0
5264,117.0
5265,74.0
5266,52.0
5267,52.0
5268,58.0
5269,56.0
5270,58.0
5271,58.0
5272,31.0
5273,42.0
5274,53.0
5275,66.0
5276,57.0
5277,72.0
5278,96.0
5279,80.0
5280,94.0
5281,90.0
5282,94.0
5283,37.0
5284,95.0
5285,154.0
5286,152.0
5287,50.0
5288,20.0
5289,45.0
5290,59.0
5291,128.0
5292,91.0
5293,65.0
5294,55.0
5295,52.0
5296,87.0
5297,86.0
5298,96.0
5299,61.0
5300,60.0
5301,86.0
5302,60.0
5303,17.0
5304,17.0
5305,22.0
5306,50.0
5307,63.0
5308,59.0
5309,32.0
5310,51.0
5311,69.0
5312,57.0
5313,24.0
5314,25.0
5315,25.0
5316,9.0
5317,30.0
5318,21.0
5319,17.0
5320,22.0
5321,19.0
5322,33.0
5323,17.0
5324,29.0
5325,25.0
5326,9.0
5327,15.0
5328,25.0
5329,17.0
5330,30.0
5331,38.0
5332,21.0
5333,34.0
5334,9.0
5335,21.0
5336,21.0
5337,21.0
5338,37.0
5339,28.0
5340,21.0
5341,28.0
5342,30.0
5343,21.0
5344,17.0
5345,25.0
5346,25.0
5347,17.0
5348,10.0
5349,57.0
5350,66.0
5351,101.0
5352,90.0
5353,120.0
5354,91.0
5355,55.0
5356,95.0
5357,59.0
5358,92.0
5359,85.0
5360,172.0
5361,80.0
5362,66.0
5363,82.0
5364,153.0
5365,70.0
5366,128.0
5367,118.0
5368,68.0
5369,74.0
5370,88.0
5371,83.0
5372,45.0
5373,54.0
5374,24.0
5375,58.0
5376,51.0
5377,59.0
5378,61.0
5379,46.0
5380,17.0
5381,32.0
5382,33.0
5383,43.0
5384,32.0
5385,13.0
5386,26.0
5387,46.0
5388,66.0
5389,44.0
5390,66.0
5391,85.0
5392,76.0
5393,61.0
5394,50.0
5395,17.0
5396,17.0
5397,25.0
5398,34.0
5399,21.0
5400,30.0
5401,25.0
5402,38.0
5403,25.0
5404,30.0
5405,17.0
5406,21.0
5407,38.0
5408,34.0
5409,42.0
5410,25.0
5411,42.0
5412,61.0
5413,17.0
5414,80.0
5415,34.0
5416,34.0
5417,57.0
5418,63.0
5419,78.0
5420,85.0
5421,25.0
5422,25.0
5423,53.0
5424,74.0
5425,61.0
5426,104.0
5427,107.0
5428,59.0
5429,30.0
5430,21.0
5431,25.0
5432,46.0
5433,65.0
5434,107.0
5435,82.0
5436,78.0
5437,85.0
5438,107.0
5439,76.0
5440,68.0
5441,74.0
5442,102.0
5443,87.0
5444,78.0
5445,109.0
5446,97.0
5447,93.0
5448,30.0
5449,25.0
5450,59.0
5451,70.0
5452,68.0
5453,74.0
5454,117.0
5455,151.0
5456,46.0
5457,80.0
5458,93.0
5459,70.0
5460,57.0
5461,61.0
5462,68.0
5463,57.0
5464,30.0
5465,68.0
5466,124.0
5467,42.0
5468,38.0
5469,46.0
5470,57.0
5471,132.0
5472,154.0
5473,129.0
5474,34.0
5475,53.0
5476,65.0
5477,65.0
5478,74.0
5479,48.0
5480,18.0
5481,67.0
5482,65.0
5483,9.0
5484,15.0
5485,52.0
5486,75.0
5487,15.0
5488,9.0
5489,12.0
5490,41.0
5491,31.0
5492,64.0
5493,80.0
5494,37.0
5495,61.0
5496,73.0
5497,9.0
5498,45.0
5499,30.0
5500,53.0
5501,46.0
5502,63.0
5503,43.0
5504,38.0
5505,36.0
5506,42.0
5507,51.0
5508,14.0
5509,17.0
5510,12.0
5511,6.0
5512,10.0
5513,25.0
5514,30.0
5515,54.0
5516,46.0
5517,20.0
5518,27.0
5519,28.0
5520,30.0
5521,25.0
5522,37.0
5523,45.0
5524,8.0
5525,10.0
5526,25.0
5527,39.0
5528,27.0
5529,71.0
5530,89.0
5531,62.0
5532,41.0
5533,26.0
5534,14.0
5535,95.0
5536,251.0
5537,181.0
5538,89.0
5539,27.0
5540,32.0
5541,15.0
5542,23.0
5543,21.0
5544,21.0
5545,25.0
5546,26.0
5547,30.0
5548,33.0
5549,51.0
5550,17.0
5551,20.0
5552,25.0
5553,24.0
5554,59.0
5555,77.0
5556,24.0
5557,13.0
5558,30.0
5559,21.0
5560,18.0
5561,17.0
5562,27.0
5563,15.0
5564,15.0
5565,25.0
5566,20.0
5567,18.0
5568,15.0
5569,15.0
5570,16.0
5571,13.0
5572,17.0
5573,16.0
5574,11.0
5575,25.0
5576,24.0
5577,20.0
5578,20.0
5579,12.0
5580,18.0
5581,20.0
5582,27.0
5583,20.0
5584,16.0
5585,17.0
5586,29.0
5587,30.0
5588,18.0
5589,20.0
5590,24.0
5591,30.0
5592,28.0
5593,34.0
5594,57.0
5595,16.0
5596,23.0
5597,33.0
5598,25.0
5599,48.0
5600,71.0
5601,18.0
5602,29.0
5603,26.0
5604,29.0
5605,24.0
5606,27.0
5607,17.0
5608,21.0
5609,40.0
5610,48.0
5611,56.0
5612,19.0
5613,20.0
5614,29.0
5615,42.0
5616,28.0
5617,48.0
5618,55.0
5619,64.0
5620,35.0
5621,32.0
5622,34.0
5623,45.0
5624,60.0
5625,79.0
5626,83.0
5627,21.0
5628,24.0
5629,41.0
5630,76.0
5631,72.0
5632,68.0
5633,109.0
5634,149.0
5635,125.0
5636,99.0
5637,76.0
5638,117.0
5639,72.0
5640,118.0
5641,104.0
5642,71.0
5643,65.0
5644,82.0
5645,127.0
5646,107.0
5647,139.0
5648,119.0
5649,78.0
5650,74.0
5651,72.0
5652,59.0
5653,83.0
5654,93.0
5655,85.0
5656,70.0
5657,78.0
5658,151.0
5659,112.0
5660,99.0
5661,102.0
5662,65.0
5663,93.0
5664,152.0
5665,132.0
5666,78.0
5667,74.0
5668,78.0
5669,109.0
5670,114.0
5671,107.0
5672,70.0
5673,30.0
5674,104.0
5675,114.0
5676,109.0
5677,117.0
5678,95.0
5679,95.0
5680,102.0
5681,104.0
5682,117.0
5683,107.0
5684,74.0
5685,59.0
5686,65.0
5687,87.0
5688,97.0
5689,109.0
5690,63.0
5691,70.0
5692,65.0
5693,65.0
5694,46.0
5695,17.0
5696,30.0
5697,63.0
5698,80.0
5699,57.0
5700,59.0
5701,34.0
5702,61.0
5703,78.0
5704,74.0
5705,63.0
5706,65.0
5707,53.0
5708,59.0
5709,70.0
5710,78.0
5711,57.0
5712,34.0
5713,25.0
5714,30.0
5715,46.0
5716,30.0
5717,34.0
5718,30.0
5719,30.0
5720,34.0
5721,30.0
5722,38.0
5723,53.0
5724,53.0
5725,59.0
5726,42.0
5727,57.0
5728,78.0
5729,78.0
5730,72.0
5731,82.0
5732,46.0
5733,34.0
5734,25.0
5735,17.0
5736,65.0
5737,65.0
5738,42.0
5739,50.0
5740,61.0
5741,55.0
5742,45.0
5743,42.0
5744,30.0
5745,30.0
5746,69.0
5747,32.0
5748,40.0
5749,29.0
5750,54.0
5751,23.0
5752,74.0
5753,61.0
5754,33.0
5755,29.0
5756,23.0
5757,71.0
5758,28.0
5759,36.0
5760,83.0
5761,76.0
5762,86.0
5763,111.0
5764,133.0
5765,28.0
5766,28.0
5767,37.0
5768,37.0
5769,68.0
5770,120.0
5771,72.0
5772,84.0
5773,66.0
5774,88.0
5775,64.0
5776,69.0
5777,58.0
5778,53.0
5779,78.0
5780,123.0
5781,71.0
5782,51.0
5783,42.0
5784,59.0
5785,55.0
5786,37.0
5787,47.0
5788,51.0
5789,49.0
5790,77.0
5791,71.0
5792,48.0
5793,51.0
5794,60.0
5795,54.0
5796,74.0
5797,86.0
5798,81.0
5799,122.0
5800,96.0
5801,65.0
5802,74.0
5803,89.0
5804,61.0
5805,88.0
5806,87.0
5807,65.0
5808,56.0
5809,82.0
5810,64.0
5811,80.0
5812,65.0
5813,85.0
5814,85.0
5815,82.0
5816,80.0
5817,134.0
5818,91.0
5819,76.0
5820,55.0
5821,25.0
5822,55.0
5823,76.0
5824,132.0
5825,153.0
5826,17.0
5827,55.0
5828,80.0
5829,93.0
5830,152.0
5831,156.0
5832,91.0
5833,91.0
5834,76.0
5835,87.0
5836,59.0
5837,80.0
5838,87.0
5839,50.0
5840,21.0
5841,21.0
5842,17.0
5843,25.0
5844,13.0
5845,17.0
5846,42.0
5847,17.0
5848,21.0
5849,13.0
5850,17.0
5851,21.0
5852,21.0
5853,17.0
5854,17.0
5855,21.0
5856,30.0
5857,21.0
5858,21.0
5859,30.0
5860,57.0
5861,46.0
5862,38.0
5863,21.0
5864,25.0
5865,25.0
5866,34.0
5867,17.0
5868,42.0
5869,38.0
5870,30.0
5871,38.0
5872,38.0
5873,21.0
5874,25.0
5875,53.0
5876,55.0
5877,34.0
5878,34.0
5879,34.0
5880,25.0
5881,30.0
5882,34.0
5883,42.0
5884,17.0
5885,21.0
5886,34.0
5887,30.0
5888,25.0
5889,46.0
5890,25.0
5891,25.0
5892,34.0
5893,38.0
5894,61.0
5895,42.0
5896,21.0
5897,21.0
5898,21.0
5899,21.0
5900,21.0
5901,30.0
5902,17.0
5903,17.0
5904,30.0
5905,30.0
5906,25.0
5907,42.0
5908,21.0
5909,30.0
5910,30.0
5911,25.0
5912,30.0
5913,38.0
5914,50.0
5915,46.0
5916,46.0
5917,53.0
5918,50.0
5919,42.0
5920,25.0
5921,38.0
5922,17.0
5923,17.0
5924,17.0
5925,21.0
5926,25.0
5927,42.0
5928,42.0
5929,21.0
5930,21.0
5931,25.0
5932,53.0
5933,13.0
5934,13.0
5935,25.0
5936,38.0
5937,13.0
5938,17.0
5939,25.0
5940,25.0
5941,42.0
5942,17.0
5943,25.0
5944,25.0
5945,34.0
5946,42.0
5947,30.0
5948,17.0
5949,21.0
5950,25.0
5951,21.0
5952,25.0
5953,34.0
5954,46.0
5955,13.0
5956,21.0
5957,21.0
5958,21.0
5959,25.0
5960,30.0
5961,30.0
5962,42.0
5963,46.0
5964,17.0
5965,9.0
5966,42.0
5967,59.0
5968,21.0
5969,46.0
5970,51.0
5971,104.0
5972,17.0
5973,74.0
5974,58.0
5975,64.0
5976,157.0
5977,151.0
5978,78.0
5979,115.0
5980,71.0
5981,64.0
5982,46.0
5983,52.0
5984,63.0
5985,71.0
5986,57.0
5987,75.0
5988,15.0
5989,25.0
5990,22.0
5991,25.0
5992,17.0
5993,44.0
5994,35.0
5995,47.0
5996,22.0
5997,26.0
5998,13.0
5999,29.0
6000,36.0
6001,53.0
6002,38.0
6003,41.0
6004,23.0
6005,17.0
6006,31.0
6007,23.0
6008,44.0
6009,19.0
6010,35.0
6011,69.0
6012,78.0
6013,89.0
6014,80.0
6015,34.0
6016,61.0
6017,59.0
6018,57.0
6019,57.0
6020,55.0
6021,53.0
6022,107.0
6023,53.0
6024,55.0
6025,93.0
6026,30.0
6027,82.0
6028,72.0
6029,74.0
6030,95.0
6031,68.0
6032,57.0
6033,57.0
6034,38.0
6035,55.0
6036,82.0
6037,154.0
6038,50.0
6039,46.0
6040,50.0
6041,53.0
6042,70.0
6043,50.0
6044,91.0
6045,42.0
6046,61.0
6047,61.0
6048,57.0
6049,53.0
6050,53.0
6051,50.0
6052,38.0
6053,42.0
6054,46.0
6055,80.0
6056,50.0
6057,46.0
6058,82.0
6059,61.0
6060,61.0
6061,68.0
6062,61.0
6063,72.0
6064,61.0
6065,53.0
6066,46.0
6067,46.0
6068,57.0
6069,74.0
6070,74.0
6071,240.0
6072,223.0
6073,55.0
6074,183.0
6075,199.0
6076,221.0
6077,278.0
6078,288.0
6079,199.0
6080,177.0
6081,189.0
6082,286.0
6083,285.0
6084,189.0
6085,158.0
6086,157.0
6087,187.0
6088,199.0
6089,221.0
6090,261.0
6091,198.0
6092,195.0
6093,281.0
6094,218.0
6095,214.0
6096,267.0
6097,153.0
6098,107.0
6099,139.0
6100,61.0
6101,158.0
6102,164.0
6103,196.0
6104,199.0
6105,153.0
6106,134.0
6107,139.0
6108,25.0
6109,21.0
6110,30.0
6111,59.0
6112,102.0
6113,153.0
6114,59.0
6115,107.0
6116,137.0
6117,162.0
6118,61.0
6119,155.0
6120,158.0
6121,30.0
6122,70.0
6123,30.0
6124,46.0
6125,109.0
6126,63.0
6127,55.0
6128,80.0
6129,109.0
6130,30.0
6131,38.0
6132,68.0
6133,85.0
6134,117.0
6135,87.0
6136,137.0
6137,70.0
6138,134.0
6139,55.0
6140,57.0
6141,155.0
6142,68.0
6143,21.0
6144,59.0
6145,13.0
6146,14.0
6147,20.0
6148,20.0
6149,21.0
6150,7.0
6151,10.0
6152,17.0
6153,20.0
6154,24.0
6155,23.0
6156,20.0
6157,14.0
6158,15.0
6159,23.0
6160,13.0
6161,15.0
6162,29.0
6163,13.0
6164,15.0
6165,18.0
6166,32.0
6167,45.0
6168,38.0
6169,23.0
6170,21.0
6171,15.0
6172,17.0
6173,16.0
6174,13.0
6175,15.0
6176,19.0
6177,13.0
6178,12.0
6179,11.0
6180,18.0
6181,12.0
6182,19.0
6183,13.0
6184,20.0
6185,16.0
6186,20.0
6187,18.0
6188,10.0
6189,31.0
6190,20.0
6191,39.0
6192,47.0
6193,78.0
6194,8.0
6195,19.0
6196,8.0
6197,15.0
6198,30.0
6199,55.0
6200,74.0
6201,15.0
6202,14.0
6203,17.0
6204,39.0
6205,19.0
6206,17.0
6207,21.0
6208,10.0
6209,30.0
6210,11.0
6211,14.0
6212,18.0
6213,31.0
6214,38.0
6215,14.0
6216,10.0
6217,35.0
6218,41.0
6219,41.0
6220,58.0
6221,52.0
6222,58.0
6223,67.0
6224,30.0
6225,40.0
6226,56.0
6227,59.0
6228,83.0
6229,11.0
6230,39.0
6231,68.0
6232,62.0
6233,34.0
6234,28.0
6235,18.0
6236,19.0
6237,18.0
6238,25.0
6239,16.0
6240,23.0
6241,21.0
6242,16.0
6243,18.0
6244,26.0
6245,26.0
6246,50.0
6247,39.0
6248,53.0
6249,18.0
6250,26.0
6251,27.0
6252,20.0
6253,20.0
6254,19.0
6255,16.0
6256,15.0
6257,13.0
6258,18.0
6259,35.0
6260,29.0
6261,59.0
6262,56.0
6263,88.0
6264,49.0
6265,65.0
6266,30.0
6267,25.0
6268,24.0
6269,21.0
6270,28.0
6271,23.0
6272,12.0
6273,10.0
6274,10.0
6275,9.0
6276,7.0
6277,10.0
6278,27.0
6279,10.0
6280,9.0
6281,7.0
6282,7.0
6283,35.0
6284,16.0
6285,6.0
6286,11.0
6287,11.0
6288,10.0
6289,20.0
6290,10.0
6291,18.0
6292,13.0
6293,20.0
6294,27.0
6295,10.0
6296,23.0
6297,26.0
6298,16.0
6299,17.0
6300,15.0
6301,20.0
6302,18.0
6303,37.0
6304,11.0
6305,15.0
6306,15.0
6307,13.0
6308,18.0
6309,11.0
6310,17.0
6311,8.0
6312,15.0
6313,16.0
6314,9.0
6315,14.0
6316,16.0
6317,13.0
6318,9.0
6319,7.0
6320,11.0
6321,10.0
6322,15.0
6323,23.0
6324,15.0
6325,24.0
6326,14.0
6327,13.0
6328,12.0
6329,25.0
6330,33.0
6331,32.0
6332,13.0
6333,17.0
6334,13.0
6335,15.0
6336,12.0
6337,15.0
6338,15.0
6339,19.0
6340,24.0
6341,20.0
6342,18.0
6343,18.0
6344,13.0
6345,6.0
6346,6.0
6347,13.0
6348,13.0
6349,15.0
6350,12.0
6351,10.0
6352,15.0
6353,15.0
6354,15.0
6355,119.0
6356,59.0
6357,59.0
6358,80.0
6359,93.0
6360,91.0
6361,76.0
6362,55.0
6363,78.0
6364,68.0
6365,91.0
6366,82.0
6367,34.0
6368,85.0
6369,74.0
6370,46.0
6371,42.0
6372,53.0
6373,46.0
6374,55.0
6375,59.0
6376,50.0
6377,42.0
6378,42.0
6379,42.0
6380,42.0
6381,34.0
6382,57.0
6383,55.0
6384,65.0
6385,74.0
6386,80.0
6387,104.0
6388,21.0
6389,42.0
6390,72.0
6391,59.0
6392,25.0
6393,30.0
6394,42.0
6395,30.0
6396,38.0
6397,50.0
6398,50.0
6399,50.0
6400,55.0
6401,57.0
6402,68.0
6403,72.0
6404,55.0
6405,65.0
6406,50.0
6407,46.0
6408,70.0
6409,38.0
6410,53.0
6411,46.0
6412,25.0
6413,25.0
6414,21.0
6415,34.0
6416,21.0
6417,17.0
6418,25.0
6419,25.0
6420,17.0
6421,25.0
6422,25.0
6423,34.0
6424,38.0
6425,17.0
6426,34.0
6427,34.0
6428,30.0
6429,34.0
6430,59.0
6431,21.0
6432,13.0
6433,30.0
6434,42.0
6435,34.0
6436,13.0
6437,17.0
6438,42.0
6439,34.0
6440,34.0
6441,46.0
6442,30.0
6443,25.0
6444,30.0
6445,34.0
6446,46.0
6447,53.0
6448,30.0
6449,25.0
6450,34.0
6451,46.0
6452,42.0
6453,50.0
6454,34.0
6455,9.0
6456,30.0
6457,42.0
6458,38.0
6459,13.0
6460,17.0
6461,21.0
6462,21.0
6463,30.0
6464,53.0
6465,13.0
6466,9.0
6467,17.0
6468,17.0
6469,21.0
6470,25.0
6471,21.0
6472,25.0
6473,13.0
6474,13.0
6475,13.0
6476,34.0
6477,25.0
6478,13.0
6479,13.0
6480,21.0
6481,21.0
6482,58.0
6483,55.0
6484,39.0
6485,22.0
6486,38.0
6487,31.0
6488,30.0
6489,32.0
6490,73.0
6491,89.0
6492,96.0
6493,67.0
6494,20.0
6495,30.0
6496,19.0
6497,22.0
6498,57.0
6499,35.0
6500,29.0
6501,31.0
6502,36.0
6503,30.0
6504,19.0
6505,21.0
6506,42.0
6507,16.0
6508,23.0
6509,19.0
6510,38.0
6511,16.0
6512,17.0
6513,30.0
6514,14.0
6515,32.0
6516,36.0
6517,66.0
6518,57.0
6519,45.0
6520,64.0
6521,74.0
6522,122.0
6523,29.0
6524,59.0
6525,67.0
6526,51.0
6527,25.0
6528,17.0
6529,9.0
6530,34.0
6531,30.0
6532,30.0
6533,17.0
6534,25.0
6535,25.0
6536,25.0
6537,34.0
6538,21.0
6539,17.0
6540,21.0
6541,17.0
6542,21.0
6543,13.0
6544,25.0
6545,21.0
6546,25.0
6547,25.0
6548,21.0
6549,13.0
6550,13.0
6551,17.0
6552,25.0
6553,25.0
6554,25.0
6555,9.0
6556,34.0
6557,9.0
6558,9.0
6559,9.0
6560,17.0
6561,13.0
6562,9.0
6563,13.0
6564,17.0
6565,9.0
6566,25.0
6567,13.0
6568,223.0
6569,46.0
6570,55.0
6571,53.0
6572,34.0
6573,25.0
6574,30.0
6575,55.0
6576,30.0
6577,46.0
6578,21.0
6579,23.0
6580,80.0
6581,68.0
6582,91.0
6583,65.0
6584,74.0
6585,80.0
6586,61.0
6587,65.0
6588,74.0
6589,70.0
6590,61.0
6591,65.0
6592,74.0
6593,57.0
6594,17.0
6595,65.0
6596,82.0
6597,55.0
6598,57.0
6599,50.0
6600,50.0
6601,40.0
6602,50.0
6603,30.0
6604,38.0
6605,65.0
6606,42.0
6607,30.0
6608,25.0
6609,57.0
6610,59.0
6611,61.0
6612,72.0
6613,59.0
6614,68.0
6615,72.0
6616,51.0
6617,65.0
6618,65.0
6619,70.0
6620,76.0
6621,78.0
6622,59.0
6623,65.0
6624,72.0
6625,65.0
6626,50.0
6627,61.0
6628,65.0
6629,70.0
6630,68.0
6631,74.0
6632,75.0
6633,53.0
6634,53.0
6635,72.0
6636,91.0
6637,93.0
6638,76.0
6639,73.0
6640,70.0
6641,72.0
6642,65.0
6643,68.0
6644,65.0
6645,63.0
6646,68.0
6647,68.0
6648,76.0
6649,63.0
6650,61.0
6651,70.0
6652,72.0
6653,80.0
6654,70.0
6655,80.0
6656,87.0
6657,89.0
6658,70.0
6659,82.0
6660,72.0
6661,32.0
6662,25.0
6663,10.0
6664,53.0
6665,20.0
6666,63.0
6667,40.0
6668,38.0
6669,61.0
6670,24.0
6671,21.0
6672,28.0
6673,21.0
6674,23.0
6675,35.0
6676,17.0
6677,14.0
6678,19.0
6679,19.0
6680,20.0
6681,21.0
6682,25.0
6683,21.0
6684,39.0
6685,64.0
6686,72.0
6687,21.0
6688,25.0
6689,23.0
6690,23.0
6691,35.0
6692,25.0
6693,42.0
6694,69.0
6695,86.0
6696,89.0
6697,23.0
6698,20.0
6699,15.0
6700,20.0
6701,31.0
6702,26.0
6703,132.0
6704,157.0
6705,89.0
6706,85.0
6707,93.0
6708,102.0
6709,50.0
6710,85.0
6711,109.0
6712,95.0
6713,97.0
6714,46.0
6715,102.0
6716,85.0
6717,78.0
6718,38.0
6719,50.0
6720,72.0
6721,82.0
6722,85.0
6723,104.0
6724,55.0
6725,95.0
6726,93.0
6727,85.0
6728,95.0
6729,78.0
6730,72.0
6731,65.0
6732,63.0
6733,74.0
6734,50.0
6735,72.0
6736,104.0
6737,89.0
6738,76.0
6739,55.0
6740,87.0
6741,144.0
6742,132.0
6743,102.0
6744,70.0
6745,102.0
6746,57.0
6747,74.0
6748,63.0
6749,70.0
6750,80.0
6751,151.0
6752,53.0
6753,55.0
6754,137.0
6755,34.0
6756,70.0
6757,124.0
6758,80.0
6759,57.0
6760,85.0
6761,63.0
6762,104.0
6763,72.0
6764,42.0
6765,55.0
6766,70.0
6767,82.0
6768,82.0
6769,38.0
6770,25.0
6771,76.0
6772,72.0
6773,76.0
6774,63.0
6775,63.0
6776,61.0
6777,55.0
6778,38.0
6779,46.0
6780,55.0
6781,72.0
6782,42.0
6783,59.0
6784,78.0
6785,72.0
6786,57.0
6787,61.0
6788,68.0
6789,93.0
6790,70.0
6791,55.0
6792,61.0
6793,61.0
6794,61.0
6795,65.0
6796,82.0
6797,209.0
6798,226.0
6799,281.0
6800,57.0
6801,190.0
6802,187.0
6803,166.0
6804,144.0
6805,270.0
6806,199.0
6807,213.0
6808,82.0
6809,102.0
6810,152.0
6811,34.0
6812,53.0
6813,25.0
6814,165.0
6815,182.0
6816,50.0
6817,153.0
6818,153.0
6819,172.0
6820,57.0
6821,107.0
6822,55.0
6823,172.0
6824,38.0
6825,65.0
6826,78.0
6827,122.0
6828,42.0
6829,50.0
6830,85.0
6831,132.0
6832,91.0
6833,91.0
6834,107.0
6835,114.0
6836,151.0
6837,102.0
6838,72.0
6839,61.0
6840,89.0
6841,89.0
6842,185.0
6843,198.0
6844,232.0
6845,188.0
6846,159.0
6847,167.0
6848,172.0
6849,173.0
6850,169.0
6851,170.0
6852,180.0
6853,144.0
6854,80.0
6855,175.0
6856,180.0
6857,139.0
6858,181.0
6859,161.0
6860,162.0
6861,177.0
6862,178.0
6863,109.0
6864,55.0
6865,78.0
6866,122.0
