,target
7297,166.0
7298,124.0
7299,103.0
7300,131.0
7301,168.0
7302,159.0
7303,167.0
7304,73.0
7305,67.0
7306,81.0
7307,139.0
7308,135.0
7309,133.0
7310,156.0
7311,155.0
7312,151.0
7313,153.0
7314,158.0
7315,156.0
7316,156.0
7317,156.0
7318,155.0
7319,153.0
7320,125.0
7321,118.0
7322,116.0
7323,146.0
7324,119.0
7325,148.0
7326,157.0
7327,148.0
7328,67.0
7329,97.0
7330,98.0
7331,89.0
7332,113.0
7333,129.0
7334,164.0
7335,155.0
7336,85.0
7337,74.0
7338,97.0
7339,109.0
7340,117.0
7341,78.0
7342,56.0
7343,61.0
7344,87.0
7345,79.0
7346,96.0
7347,95.0
7348,69.0
7349,65.0
7350,61.0
7351,66.0
7352,89.0
7353,103.0
7354,111.0
7355,114.0
7356,122.0
7357,94.0
7358,72.0
7359,74.0
7360,82.0
7361,70.0
7362,64.0
7363,61.0
7364,41.0
7365,56.0
7366,58.0
7367,64.0
7368,60.0
7369,61.0
7370,55.0
7371,58.0
7372,109.0
7373,78.0
7374,93.0
7375,46.0
7376,59.0
7377,122.0
7378,152.0
7379,117.0
7380,95.0
7381,95.0
7382,85.0
7383,65.0
7384,74.0
7385,68.0
7386,80.0
7387,82.0
7388,93.0
7389,127.0
7390,132.0
7391,93.0
7392,59.0
7393,82.0
7394,104.0
7395,78.0
7396,95.0
7397,114.0
7398,55.0
7399,59.0
7400,68.0
7401,72.0
7402,104.0
7403,63.0
7404,50.0
7405,34.0
7406,25.0
7407,42.0
7408,59.0
7409,59.0
7410,89.0
7411,80.0
7412,38.0
7413,25.0
7414,42.0
7415,59.0
7416,85.0
7417,76.0
7418,85.0
7419,95.0
7420,57.0
7421,30.0
7422,76.0
7423,53.0
7424,46.0
7425,42.0
7426,55.0
7427,61.0
7428,46.0
7429,53.0
7430,61.0
7431,68.0
7432,34.0
7433,68.0
7434,30.0
7435,63.0
7436,72.0
7437,53.0
7438,46.0
7439,65.0
7440,72.0
7441,46.0
7442,57.0
7443,42.0
7444,50.0
7445,30.0
7446,59.0
7447,76.0
7448,85.0
7449,91.0
7450,91.0
7451,53.0
7452,30.0
7453,57.0
7454,53.0
7455,61.0
7456,59.0
7457,61.0
7458,70.0
7459,76.0
7460,46.0
7461,46.0
7462,61.0
7463,65.0
7464,65.0
7465,55.0
7466,61.0
7467,59.0
7468,66.0
7469,57.0
7470,55.0
7471,71.0
7472,87.0
7473,80.0
7474,61.0
7475,54.0
7476,55.0
7477,57.0
7478,74.0
7479,70.0
7480,64.0
7481,85.0
7482,90.0
7483,68.0
7484,78.0
7485,57.0
7486,62.0
7487,58.0
7488,54.0
7489,86.0
7490,99.0
7491,67.0
7492,75.0
7493,78.0
7494,69.0
7495,68.0
7496,68.0
7497,71.0
7498,66.0
7499,63.0
7500,67.0
7501,66.0
7502,66.0
7503,88.0
7504,73.0
7505,63.0
7506,54.0
7507,61.0
7508,58.0
7509,53.0
7510,63.0
7511,75.0
7512,65.0
7513,78.0
7514,97.0
7515,88.0
7516,85.0
7517,75.0
7518,84.0
7519,71.0
7520,68.0
7521,57.0
7522,65.0
7523,89.0
7524,41.0
7525,55.0
7526,61.0
7527,61.0
7528,63.0
7529,85.0
7530,59.0
7531,58.0
7532,58.0
7533,59.0
7534,58.0
7535,72.0
7536,68.0
7537,84.0
7538,83.0
7539,109.0
7540,78.0
7541,55.0
7542,57.0
7543,43.0
7544,40.0
7545,50.0
7546,45.0
7547,54.0
7548,64.0
7549,87.0
7550,62.0
7551,46.0
7552,71.0
7553,56.0
7554,99.0
7555,85.0
7556,71.0
7557,40.0
7558,31.0
7559,34.0
7560,38.0
7561,35.0
7562,57.0
7563,46.0
7564,22.0
7565,27.0
7566,42.0
7567,58.0
7568,57.0
7569,45.0
7570,64.0
7571,60.0
7572,57.0
7573,40.0
7574,38.0
7575,33.0
7576,30.0
7577,29.0
7578,46.0
7579,36.0
7580,30.0
7581,52.0
7582,51.0
7583,55.0
7584,52.0
7585,46.0
7586,39.0
7587,30.0
7588,38.0
7589,55.0
7590,42.0
7591,50.0
7592,56.0
7593,51.0
7594,30.0
7595,25.0
7596,23.0
7597,32.0
7598,43.0
7599,52.0
7600,58.0
7601,63.0
7602,53.0
7603,58.0
7604,84.0
7605,54.0
7606,55.0
7607,46.0
7608,52.0
7609,52.0
7610,48.0
7611,35.0
7612,42.0
7613,57.0
7614,59.0
7615,46.0
7616,47.0
7617,42.0
7618,54.0
7619,66.0
7620,60.0
7621,54.0
7622,34.0
7623,58.0
7624,79.0
7625,38.0
7626,59.0
7627,78.0
7628,52.0
7629,50.0
7630,64.0
7631,82.0
7632,38.0
7633,34.0
7634,45.0
7635,28.0
7636,20.0
7637,32.0
7638,50.0
7639,143.0
7640,50.0
7641,68.0
7642,70.0
7643,63.0
7644,39.0
7645,55.0
7646,63.0
7647,59.0
7648,66.0
7649,59.0
7650,46.0
7651,152.0
7652,132.0
7653,70.0
7654,70.0
7655,142.0
7656,152.0
7657,107.0
7658,97.0
7659,124.0
7660,63.0
7661,93.0
7662,85.0
7663,112.0
7664,93.0
7665,132.0
7666,144.0
7667,160.0
7668,160.0
7669,119.0
7670,93.0
7671,82.0
7672,132.0
7673,154.0
7674,154.0
7675,165.0
7676,157.0
7677,109.0
7678,76.0
7679,72.0
7680,65.0
7681,76.0
7682,55.0
7683,80.0
7684,70.0
7685,55.0
7686,72.0
7687,38.0
7688,124.0
7689,80.0
7690,68.0
7691,57.0
7692,50.0
7693,68.0
7694,147.0
7695,109.0
7696,70.0
7697,65.0
7698,59.0
7699,65.0
7700,72.0
7701,76.0
7702,72.0
7703,65.0
7704,59.0
7705,63.0
7706,74.0
7707,65.0
7708,119.0
7709,59.0
7710,63.0
7711,91.0
7712,80.0
7713,72.0
7714,132.0
7715,82.0
7716,80.0
7717,91.0
7718,114.0
7719,89.0
7720,46.0
7721,59.0
7722,53.0
7723,46.0
7724,57.0
7725,72.0
7726,151.0
7727,149.0
7728,91.0
7729,68.0
7730,42.0
7731,38.0
7732,42.0
7733,137.0
7734,78.0
7735,93.0
7736,117.0
7737,151.0
7738,104.0
7739,57.0
7740,97.0
7741,76.0
7742,97.0
7743,102.0
7744,99.0
7745,59.0
7746,43.0
7747,89.0
7748,87.0
7749,62.0
7750,65.0
7751,156.0
7752,43.0
7753,52.0
7754,52.0
7755,67.0
7756,26.0
7757,26.0
7758,22.0
7759,29.0
7760,60.0
7761,41.0
7762,27.0
7763,22.0
7764,40.0
7765,34.0
7766,39.0
7767,90.0
7768,54.0
7769,30.0
7770,52.0
7771,34.0
7772,47.0
7773,49.0
7774,25.0
7775,33.0
7776,47.0
7777,33.0
7778,48.0
7779,18.0
7780,17.0
7781,12.0
7782,24.0
7783,20.0
7784,24.0
7785,21.0
7786,19.0
7787,18.0
7788,21.0
7789,20.0
7790,17.0
7791,14.0
7792,18.0
7793,27.0
7794,18.0
7795,20.0
7796,19.0
7797,15.0
7798,16.0
7799,16.0
7800,17.0
7801,30.0
7802,25.0
7803,20.0
7804,20.0
7805,29.0
7806,25.0
7807,18.0
7808,20.0
7809,21.0
7810,16.0
7811,13.0
7812,11.0
7813,14.0
7814,10.0
7815,14.0
7816,16.0
7817,16.0
7818,15.0
7819,13.0
7820,14.0
7821,20.0
7822,26.0
7823,32.0
7824,27.0
7825,34.0
7826,17.0
7827,17.0
7828,20.0
7829,17.0
7830,20.0
7831,20.0
7832,14.0
7833,18.0
7834,19.0
7835,19.0
7836,23.0
7837,20.0
7838,15.0
7839,42.0
7840,61.0
7841,53.0
7842,25.0
7843,30.0
7844,30.0
7845,30.0
7846,25.0
7847,21.0
7848,30.0
7849,63.0
7850,42.0
7851,50.0
7852,42.0
7853,34.0
7854,53.0
7855,25.0
7856,30.0
7857,65.0
7858,46.0
7859,55.0
7860,50.0
7861,53.0
7862,30.0
7863,25.0
7864,17.0
7865,13.0
7866,13.0
7867,13.0
7868,17.0
7869,21.0
7870,42.0
7871,59.0
7872,46.0
7873,46.0
7874,17.0
7875,30.0
7876,50.0
7877,21.0
7878,38.0
7879,38.0
7880,50.0
7881,50.0
7882,50.0
7883,50.0
7884,42.0
7885,30.0
7886,30.0
7887,30.0
7888,38.0
7889,38.0
7890,55.0
7891,55.0
7892,50.0
7893,59.0
7894,42.0
7895,21.0
7896,21.0
7897,30.0
7898,34.0
7899,42.0
7900,25.0
7901,38.0
7902,38.0
7903,38.0
7904,42.0
7905,30.0
7906,42.0
7907,25.0
7908,17.0
7909,46.0
7910,53.0
7911,46.0
7912,38.0
7913,30.0
7914,42.0
7915,59.0
7916,61.0
7917,42.0
7918,42.0
7919,61.0
7920,42.0
7921,53.0
7922,38.0
7923,55.0
7924,70.0
7925,25.0
7926,17.0
7927,34.0
7928,30.0
7929,17.0
7930,42.0
7931,53.0
7932,59.0
7933,17.0
7934,17.0
7935,46.0
7936,53.0
7937,53.0
7938,59.0
7939,59.0
7940,55.0
7941,34.0
7942,42.0
7943,46.0
7944,53.0
7945,46.0
7946,46.0
7947,57.0
7948,42.0
7949,46.0
7950,38.0
7951,46.0
7952,42.0
7953,34.0
7954,25.0
7955,21.0
7956,13.0
7957,17.0
7958,13.0
7959,17.0
7960,21.0
7961,46.0
7962,25.0
7963,21.0
7964,17.0
7965,17.0
7966,17.0
7967,21.0
7968,25.0
7969,34.0
7970,46.0
7971,30.0
7972,42.0
7973,50.0
7974,34.0
7975,55.0
7976,55.0
7977,53.0
7978,63.0
7979,70.0
7980,59.0
7981,25.0
7982,52.0
7983,64.0
7984,54.0
7985,29.0
7986,48.0
7987,38.0
7988,36.0
7989,34.0
7990,45.0
7991,51.0
7992,35.0
7993,39.0
7994,47.0
7995,50.0
7996,35.0
7997,32.0
7998,28.0
7999,36.0
8000,31.0
8001,33.0
8002,50.0
8003,61.0
8004,59.0
8005,22.0
8006,30.0
8007,35.0
8008,23.0
8009,28.0
8010,34.0
8011,41.0
8012,49.0
8013,44.0
8014,45.0
8015,60.0
8016,23.0
8017,19.0
8018,34.0
8019,36.0
8020,38.0
8021,33.0
8022,33.0
8023,34.0
8024,37.0
8025,28.0
8026,27.0
8027,34.0
8028,43.0
8029,35.0
8030,27.0
8031,23.0
8032,20.0
8033,37.0
8034,48.0
8035,57.0
8036,48.0
8037,21.0
8038,23.0
8039,27.0
8040,27.0
8041,28.0
8042,45.0
8043,51.0
8044,30.0
8045,26.0
8046,25.0
8047,23.0
8048,26.0
8049,45.0
8050,44.0
8051,26.0
8052,35.0
8053,22.0
8054,15.0
8055,16.0
8056,18.0
8057,26.0
8058,25.0
8059,17.0
8060,34.0
8061,17.0
8062,26.0
8063,16.0
8064,15.0
8065,22.0
8066,26.0
8067,26.0
8068,22.0
8069,9.0
8070,17.0
8071,11.0
8072,17.0
8073,12.0
8074,11.0
8075,9.0
8076,64.0
8077,38.0
8078,37.0
8079,41.0
8080,51.0
8081,52.0
8082,40.0
8083,36.0
8084,30.0
8085,40.0
8086,36.0
8087,37.0
8088,20.0
8089,23.0
8090,44.0
8091,36.0
8092,38.0
8093,42.0
8094,51.0
8095,77.0
8096,88.0
8097,89.0
8098,97.0
8099,95.0
8100,75.0
8101,42.0
8102,21.0
8103,37.0
8104,36.0
8105,28.0
8106,28.0
8107,39.0
8108,51.0
8109,29.0
8110,30.0
8111,60.0
8112,78.0
8113,57.0
8114,30.0
8115,38.0
8116,30.0
8117,28.0
8118,30.0
8119,30.0
8120,38.0
8121,18.0
8122,30.0
8123,33.0
8124,27.0
8125,28.0
8126,37.0
8127,37.0
8128,28.0
8129,23.0
8130,22.0
8131,21.0
8132,24.0
8133,30.0
8134,50.0
8135,20.0
8136,25.0
8137,21.0
8138,38.0
8139,50.0
8140,59.0
8141,36.0
8142,31.0
8143,31.0
8144,24.0
8145,19.0
8146,25.0
8147,30.0
8148,48.0
8149,36.0
8150,37.0
8151,46.0
8152,33.0
8153,42.0
8154,28.0
8155,27.0
8156,27.0
8157,35.0
8158,47.0
8159,59.0
8160,71.0
8161,88.0
8162,87.0
8163,26.0
8164,21.0
8165,28.0
8166,27.0
8167,38.0
8168,28.0
8169,44.0
8170,470.0
8171,190.0
8172,174.0
8173,689.0
8174,82.0
8175,91.0
8176,184.0
8177,62.0
8178,61.0
8179,169.0
8180,178.0
8181,159.0
8182,91.0
8183,76.0
8184,78.0
8185,147.0
8186,55.0
8187,40.0
8188,30.0
8189,20.0
8190,25.0
8191,56.0
8192,53.0
8193,65.0
8194,69.0
8195,158.0
8196,95.0
8197,118.0
8198,79.0
8199,90.0
8200,66.0
8201,45.0
8202,23.0
8203,98.0
8204,70.0
8205,31.0
8206,16.0
8207,13.0
8208,10.0
8209,15.0
8210,24.0
8211,25.0
8212,18.0
8213,19.0
8214,27.0
8215,13.0
8216,14.0
8217,23.0
8218,17.0
8219,20.0
8220,28.0
8221,18.0
8222,20.0
8223,26.0
8224,24.0
8225,20.0
8226,23.0
8227,23.0
8228,27.0
8229,29.0
8230,24.0
8231,45.0
8232,9.0
8233,17.0
8234,15.0
8235,19.0
8236,8.0
8237,14.0
8238,13.0
8239,17.0
8240,13.0
8241,16.0
8242,19.0
8243,12.0
8244,13.0
8245,14.0
8246,24.0
8247,26.0
8248,20.0
8249,26.0
8250,21.0
8251,23.0
8252,21.0
8253,29.0
8254,19.0
8255,11.0
8256,16.0
8257,20.0
8258,16.0
8259,20.0
8260,29.0
8261,33.0
8262,16.0
8263,9.0
8264,59.0
8265,57.0
8266,59.0
8267,53.0
8268,34.0
8269,61.0
8270,65.0
8271,65.0
8272,65.0
8273,57.0
8274,72.0
8275,68.0
8276,65.0
8277,55.0
8278,61.0
8279,61.0
8280,53.0
8281,61.0
8282,61.0
8283,59.0
8284,57.0
8285,57.0
8286,65.0
8287,63.0
8288,80.0
8289,74.0
8290,80.0
8291,72.0
8292,80.0
8293,78.0
8294,80.0
8295,80.0
8296,65.0
8297,76.0
8298,76.0
8299,59.0
8300,82.0
8301,93.0
8302,89.0
8303,63.0
8304,63.0
8305,61.0
8306,63.0
8307,78.0
8308,85.0
8309,107.0
8310,109.0
8311,137.0
8312,107.0
8313,107.0
8314,122.0
8315,119.0
8316,114.0
8317,82.0
8318,87.0
8319,102.0
8320,147.0
8321,107.0
8322,97.0
8323,72.0
8324,74.0
8325,87.0
8326,87.0
8327,97.0
8328,78.0
8329,59.0
8330,57.0
8331,59.0
8332,127.0
8333,114.0
8334,76.0
8335,68.0
8336,102.0
8337,89.0
8338,109.0
8339,134.0
8340,117.0
8341,144.0
8342,114.0
8343,119.0
8344,149.0
8345,124.0
8346,114.0
8347,89.0
8348,89.0
8349,107.0
8350,124.0
8351,127.0
8352,107.0
8353,99.0
8354,149.0
8355,134.0
8356,142.0
8357,157.0
8358,53.0
8359,26.0
8360,22.0
8361,24.0
8362,34.0
8363,35.0
8364,17.0
8365,12.0
8366,11.0
8367,21.0
8368,16.0
8369,23.0
8370,6.0
8371,5.0
8372,29.0
8373,19.0
8374,13.0
8375,17.0
8376,16.0
8377,63.0
8378,24.0
8379,20.0
8380,65.0
8381,62.0
8382,70.0
8383,26.0
8384,8.0
8385,8.0
8386,14.0
8387,15.0
8388,16.0
8389,8.0
8390,18.0
8391,11.0
8392,17.0
8393,26.0
8394,51.0
8395,60.0
8396,17.0
8397,18.0
8398,12.0
8399,11.0
8400,14.0
8401,18.0
8402,23.0
8403,4.0
8404,15.0
8405,12.0
8406,13.0
8407,14.0
8408,24.0
8409,18.0
8410,10.0
8411,13.0
8412,8.0
8413,6.0
8414,18.0
8415,28.0
8416,31.0
8417,21.0
8418,25.0
8419,9.0
8420,33.0
8421,47.0
8422,47.0
8423,40.0
8424,30.0
8425,14.0
8426,20.0
8427,17.0
8428,18.0
8429,24.0
8430,47.0
8431,29.0
8432,26.0
8433,38.0
8434,35.0
8435,26.0
8436,24.0
8437,20.0
8438,19.0
8439,30.0
8440,53.0
8441,62.0
8442,68.0
8443,88.0
8444,45.0
8445,24.0
8446,21.0
8447,22.0
8448,22.0
8449,23.0
8450,15.0
8451,30.0
8452,30.0
8453,15.0
8454,15.0
8455,30.0
8456,17.0
8457,14.0
8458,22.0
8459,25.0
8460,53.0
8461,46.0
8462,15.0
8463,21.0
8464,19.0
8465,23.0
8466,27.0
8467,28.0
8468,38.0
8469,16.0
8470,12.0
8471,13.0
8472,19.0
8473,13.0
8474,15.0
8475,18.0
8476,17.0
8477,14.0
8478,15.0
8479,21.0
8480,30.0
8481,37.0
8482,13.0
8483,13.0
8484,16.0
8485,21.0
8486,13.0
8487,18.0
8488,20.0
8489,15.0
8490,34.0
8491,23.0
8492,18.0
8493,18.0
8494,18.0
8495,23.0
8496,16.0
8497,23.0
8498,20.0
8499,25.0
8500,25.0
8501,18.0
8502,19.0
8503,13.0
8504,12.0
8505,17.0
8506,15.0
8507,13.0
8508,15.0
8509,18.0
8510,29.0
8511,13.0
8512,27.0
8513,35.0
8514,18.0
8515,13.0
8516,10.0
8517,37.0
8518,38.0
8519,34.0
8520,19.0
8521,10.0
8522,18.0
8523,14.0
8524,14.0
8525,32.0
8526,21.0
8527,19.0
8528,14.0
8529,19.0
8530,23.0
8531,23.0
8532,19.0
8533,20.0
8534,39.0
8535,50.0
8536,51.0
8537,37.0
8538,11.0
8539,18.0
8540,15.0
8541,12.0
8542,16.0
8543,15.0
8544,18.0
8545,9.0
8546,21.0
8547,21.0
8548,35.0
8549,12.0
8550,22.0
8551,18.0
8552,11.0
8553,7.0
8554,15.0
8555,11.0
8556,9.0
8557,11.0
8558,13.0
8559,19.0
8560,8.0
8561,15.0
8562,33.0
8563,75.0
8564,64.0
8565,28.0
8566,23.0
8567,35.0
8568,59.0
8569,34.0
8570,7.0
8571,12.0
8572,13.0
8573,18.0
8574,26.0
8575,27.0
8576,13.0
8577,8.0
8578,12.0
8579,24.0
8580,39.0
8581,23.0
8582,9.0
8583,10.0
8584,17.0
8585,16.0
8586,26.0
8587,20.0
8588,16.0
8589,21.0
8590,21.0
8591,8.0
8592,18.0
8593,29.0
8594,19.0
8595,45.0
8596,58.0
8597,28.0
8598,6.0
8599,11.0
8600,14.0
8601,23.0
8602,20.0
8603,10.0
8604,15.0
8605,15.0
8606,19.0
8607,17.0
8608,10.0
8609,11.0
8610,19.0
8611,19.0
8612,13.0
8613,15.0
8614,15.0
8615,15.0
8616,24.0
8617,8.0
8618,8.0
8619,8.0
8620,14.0
8621,14.0
8622,17.0
8623,13.0
8624,13.0
8625,9.0
8626,10.0
8627,8.0
8628,12.0
8629,10.0
8630,11.0
8631,20.0
8632,14.0
8633,12.0
8634,10.0
8635,11.0
8636,8.0
8637,10.0
8638,17.0
8639,53.0
8640,51.0
8641,25.0
8642,47.0
8643,29.0
8644,34.0
8645,25.0
8646,21.0
8647,22.0
8648,23.0
8649,31.0
8650,34.0
8651,38.0
8652,28.0
8653,29.0
8654,58.0
8655,72.0
8656,51.0
8657,47.0
8658,46.0
8659,48.0
8660,51.0
8661,51.0
8662,44.0
8663,32.0
8664,33.0
8665,51.0
8666,40.0
8667,40.0
8668,60.0
8669,48.0
8670,32.0
8671,26.0
8672,27.0
8673,16.0
8674,20.0
8675,21.0
8676,32.0
8677,49.0
8678,51.0
8679,54.0
8680,56.0
8681,36.0
8682,31.0
8683,32.0
8684,23.0
8685,19.0
8686,18.0
8687,22.0
8688,32.0
8689,57.0
8690,60.0
8691,57.0
8692,53.0
8693,38.0
8694,27.0
8695,46.0
8696,44.0
8697,38.0
8698,59.0
8699,51.0
8700,58.0
8701,63.0
8702,61.0
8703,50.0
8704,41.0
8705,54.0
8706,54.0
8707,48.0
8708,38.0
8709,26.0
8710,18.0
8711,24.0
8712,30.0
8713,50.0
8714,48.0
8715,28.0
8716,37.0
8717,50.0
8718,47.0
8719,38.0
8720,21.0
8721,16.0
8722,24.0
8723,41.0
8724,38.0
8725,51.0
8726,41.0
8727,31.0
8728,37.0
8729,58.0
8730,52.0
8731,49.0
8732,41.0
8733,75.0
8734,75.0
8735,105.0
8736,81.0
8737,61.0
8738,66.0
8739,98.0
8740,108.0
8741,79.0
8742,68.0
8743,36.0
8744,74.0
8745,69.0
8746,72.0
8747,94.0
8748,128.0
8749,97.0
8750,95.0
8751,75.0
8752,65.0
8753,105.0
8754,81.0
8755,56.0
8756,66.0
8757,67.0
8758,87.0
8759,91.0
8760,121.0
8761,117.0
8762,74.0
8763,70.0
8764,52.0
8765,52.0
8766,79.0
8767,58.0
8768,56.0
8769,58.0
8770,70.0
8771,60.0
8772,58.0
8773,31.0
8774,42.0
8775,53.0
8776,66.0
8777,57.0
8778,72.0
8779,90.0
8780,96.0
8781,103.0
8782,71.0
8783,80.0
8784,94.0
8785,90.0
8786,94.0
8787,75.0
8788,17.0
8789,37.0
8790,95.0
8791,154.0
8792,152.0
8793,50.0
8794,20.0
8795,45.0
8796,59.0
8797,128.0
8798,91.0
8799,65.0
8800,55.0
8801,52.0
8802,87.0
8803,86.0
8804,96.0
8805,87.0
8806,61.0
8807,60.0
8808,86.0
8809,84.0
8810,61.0
8811,60.0
8812,58.0
8813,46.0
8814,17.0
8815,17.0
8816,22.0
8817,50.0
8818,59.0
8819,63.0
8820,55.0
8821,59.0
8822,32.0
8823,51.0
8824,57.0
8825,69.0
8826,57.0
8827,35.0
8828,21.0
8829,26.0
8830,13.0
8831,24.0
8832,23.0
8833,25.0
8834,25.0
8835,23.0
8836,25.0
8837,9.0
8838,24.0
8839,38.0
8840,30.0
8841,21.0
8842,17.0
8843,25.0
8844,22.0
8845,25.0
8846,19.0
8847,33.0
8848,53.0
8849,52.0
8850,13.0
8851,13.0
8852,15.0
8853,19.0
8854,17.0
8855,29.0
8856,37.0
8857,55.0
8858,25.0
8859,17.0
8860,25.0
8861,25.0
8862,22.0
8863,9.0
8864,15.0
8865,25.0
8866,25.0
8867,25.0
8868,38.0
8869,17.0
8870,17.0
8871,21.0
8872,30.0
8873,42.0
8874,38.0
8875,21.0
8876,25.0
8877,17.0
8878,30.0
8879,34.0
8880,32.0
8881,27.0
8882,32.0
8883,9.0
8884,21.0
8885,21.0
8886,21.0
8887,37.0
8888,30.0
8889,11.0
8890,25.0
8891,28.0
8892,13.0
8893,21.0
8894,23.0
8895,28.0
8896,21.0
8897,30.0
8898,21.0
8899,17.0
8900,24.0
8901,21.0
8902,25.0
8903,25.0
8904,44.0
8905,42.0
8906,17.0
8907,23.0
8908,15.0
8909,21.0
8910,19.0
8911,25.0
8912,21.0
8913,32.0
8914,30.0
8915,17.0
8916,14.0
8917,17.0
8918,15.0
8919,10.0
8920,9.0
8921,22.0
8922,52.0
8923,57.0
8924,61.0
8925,66.0
8926,101.0
8927,152.0
8928,158.0
8929,172.0
8930,98.0
8931,90.0
8932,120.0
8933,91.0
8934,28.0
8935,57.0
8936,70.0
8937,55.0
8938,95.0
8939,59.0
8940,92.0
8941,77.0
8942,85.0
8943,172.0
8944,80.0
8945,66.0
8946,61.0
8947,56.0
8948,57.0
8949,82.0
8950,153.0
8951,70.0
8952,128.0
8953,118.0
8954,74.0
8955,45.0
8956,68.0
8957,74.0
8958,71.0
8959,88.0
8960,83.0
8961,65.0
8962,45.0
8963,54.0
8964,32.0
8965,30.0
8966,24.0
8967,58.0
8968,51.0
8969,59.0
8970,61.0
8971,50.0
8972,55.0
8973,34.0
8974,38.0
8975,46.0
8976,60.0
8977,51.0
8978,23.0
8979,17.0
8980,32.0
8981,33.0
8982,43.0
8983,38.0
8984,32.0
8985,13.0
8986,26.0
8987,46.0
8988,66.0
8989,44.0
8990,66.0
8991,62.0
8992,85.0
8993,76.0
8994,61.0
8995,50.0
8996,17.0
8997,17.0
8998,25.0
8999,34.0
9000,21.0
9001,30.0
9002,25.0
9003,38.0
9004,25.0
9005,30.0
9006,17.0
9007,21.0
9008,38.0
9009,34.0
9010,42.0
9011,25.0
9012,42.0
9013,61.0
9014,21.0
9015,17.0
9016,80.0
9017,34.0
9018,34.0
9019,57.0
9020,63.0
9021,78.0
9022,85.0
9023,82.0
9024,25.0
9025,25.0
9026,53.0
9027,74.0
9028,61.0
9029,104.0
9030,107.0
9031,59.0
9032,55.0
9033,30.0
9034,21.0
9035,25.0
9036,46.0
9037,65.0
9038,107.0
9039,82.0
9040,82.0
9041,78.0
9042,85.0
9043,107.0
9044,76.0
9045,68.0
9046,74.0
9047,102.0
9048,87.0
9049,78.0
9050,109.0
9051,97.0
9052,93.0
9053,30.0
9054,25.0
9055,59.0
9056,70.0
9057,68.0
9058,74.0
9059,117.0
9060,151.0
9061,46.0
9062,80.0
9063,93.0
9064,70.0
9065,70.0
9066,57.0
9067,57.0
9068,61.0
9069,68.0
9070,57.0
9071,30.0
9072,68.0
9073,124.0
9074,42.0
9075,38.0
9076,46.0
9077,57.0
9078,132.0
9079,154.0
9080,129.0
9081,34.0
9082,53.0
9083,65.0
9084,65.0
9085,74.0
9086,15.0
9087,71.0
9088,84.0
9089,81.0
9090,37.0
9091,18.0
9092,48.0
9093,51.0
9094,81.0
9095,82.0
9096,18.0
9097,44.0
9098,52.0
9099,67.0
9100,65.0
9101,69.0
9102,66.0
9103,107.0
9104,56.0
9105,52.0
9106,53.0
9107,9.0
9108,15.0
9109,52.0
9110,75.0
9111,40.0
9112,16.0
9113,15.0
9114,40.0
9115,27.0
9116,9.0
9117,12.0
9118,41.0
9119,31.0
9120,18.0
9121,44.0
9122,22.0
9123,32.0
9124,64.0
9125,80.0
9126,37.0
9127,41.0
9128,61.0
9129,73.0
9130,67.0
9131,55.0
9132,62.0
9133,34.0
9134,9.0
9135,17.0
9136,45.0
9137,30.0
9138,53.0
9139,46.0
9140,42.0
9141,63.0
9142,43.0
9143,38.0
9144,44.0
9145,60.0
9146,36.0
9147,42.0
9148,51.0
9149,37.0
9150,14.0
9151,17.0
9152,12.0
9153,6.0
9154,10.0
9155,25.0
9156,30.0
9157,54.0
9158,46.0
9159,44.0
9160,33.0
9161,20.0
9162,27.0
9163,28.0
9164,22.0
9165,30.0
9166,25.0
9167,37.0
9168,45.0
9169,8.0
9170,10.0
9171,35.0
9172,25.0
9173,39.0
9174,27.0
9175,71.0
9176,89.0
9177,23.0
9178,160.0
9179,62.0
9180,62.0
9181,41.0
9182,92.0
9183,26.0
9184,14.0
9185,95.0
9186,251.0
9187,181.0
9188,89.0
9189,27.0
9190,32.0
9191,65.0
9192,29.0
9193,28.0
9194,29.0
9195,15.0
9196,23.0
9197,21.0
9198,21.0
9199,25.0
9200,26.0
9201,30.0
9202,33.0
9203,51.0
9204,21.0
9205,17.0
9206,20.0
9207,25.0
9208,24.0
9209,59.0
9210,105.0
9211,77.0
9212,24.0
9213,13.0
9214,30.0
9215,21.0
9216,18.0
9217,25.0
9218,26.0
9219,17.0
9220,27.0
9221,31.0
9222,21.0
9223,15.0
9224,15.0
9225,20.0
9226,25.0
9227,41.0
9228,32.0
9229,20.0
9230,18.0
9231,16.0
9232,15.0
9233,15.0
9234,16.0
9235,13.0
9236,26.0
9237,19.0
9238,18.0
9239,17.0
9240,16.0
9241,11.0
9242,25.0
9243,24.0
9244,20.0
9245,18.0
9246,20.0
9247,12.0
9248,18.0
9249,20.0
9250,17.0
9251,23.0
9252,21.0
9253,27.0
9254,20.0
9255,15.0
9256,16.0
9257,10.0
9258,17.0
9259,29.0
9260,30.0
9261,21.0
9262,18.0
9263,20.0
9264,34.0
9265,39.0
9266,24.0
9267,11.0
9268,64.0
9269,25.0
9270,39.0
9271,58.0
9272,52.0
9273,58.0
9274,28.0
9275,22.0
9276,19.0
9277,56.0
9278,32.0
9279,30.0
9280,15.0
9281,23.0
9282,31.0
9283,21.0
9284,28.0
9285,34.0
9286,60.0
9287,56.0
9288,76.0
9289,84.0
9290,63.0
9291,89.0
9292,57.0
9293,23.0
9294,16.0
9295,23.0
